learner,corpus,k_shot,method,mse_mean,mse_sem,mse_ci95,mae_mean,mae_sem,mae_ci95,delta_l2_mean,delta_l2_sem,delta_l2_ci95,delta_geo_mean,delta_geo_sem,delta_geo_ci95,seed_count
P,T1,1,geo,0.07095223205784956,0.0029543907191587264,0.005790605809551104,0.21142754529913266,0.004626530228113995,0.00906799924710343,0.03955815595885118,0.0030426163086073347,0.005963527964870376,0.05823446569314304,0.013533867589073849,0.026526380474584742,60
P,T1,1,inner,0.06538776153077681,0.0019008003453110356,0.00372556867680963,0.2028346988062064,0.0031213951207334613,0.006117934436637584,0.021841661114012822,0.0024356997281724784,0.004773971467218058,0.02946203359642823,0.0068470737882852665,0.013420264625039122,60
P,T1,1,none,0.0652226060628891,0.0017784678053814598,0.003485796898547661,0.20257557928562164,0.0028147955184187907,0.00551699921610083,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T1,1,ridge,0.07261127388725679,0.003282057780208272,0.006432833249208213,0.21408023710052174,0.005038728271963067,0.009875907413047611,0.03367897793262576,0.0037561086371801335,0.007361972928873061,0.07006976924943349,0.016287753401946086,0.03192399666781433,60
P,T1,4,geo,0.06896010972559452,0.0021172511119835627,0.004149812179487783,0.208090141415596,0.0031878938418161457,0.0062482719299596454,0.10597587199881672,0.005196618014290617,0.01018537130800961,0.060413307735385995,0.0060021408890062215,0.011764196142452193,60
P,T1,4,inner,0.06289248863855998,0.0015434858027257676,0.0030252321733425045,0.19866664384802182,0.002474966896923589,0.004850935117970235,0.07359078635151188,0.0037996590877852955,0.007447331812059179,0.0305637990978236,0.003036578022426989,0.005951692923956899,60
P,T1,4,none,0.0652226060628891,0.0017784678053814598,0.003485796898547661,0.20257557928562164,0.0028147955184187907,0.00551699921610083,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T1,4,ridge,0.07109761306395133,0.0023572689830882784,0.004620247206853025,0.21130503515402477,0.0034878181856031363,0.006836123643782147,0.10968588348478078,0.0055989541079069696,0.01097395005149766,0.07027013203672444,0.007079329846927292,0.013875486499977491,60
P,T1,8,geo,0.07684898941467205,0.002761717028562505,0.00541296537598251,0.21901390502850215,0.003938097663652277,0.007718671420758463,0.18903431296348572,0.00927654121340162,0.018182020778267177,0.06099017105686168,0.004522391959782319,0.008863888241173346,60
P,T1,8,inner,0.0648970453068614,0.0017224886837900806,0.003376077820228558,0.20164159014821054,0.002746585843238943,0.005383308252748328,0.13368111923336984,0.006608138201574778,0.012951950875086564,0.030854177358560265,0.0022879110390024346,0.004484305636444772,60
P,T1,8,none,0.0652226060628891,0.0017784678053814598,0.003485796898547661,0.20257557928562164,0.0028147955184187907,0.00551699921610083,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T1,8,ridge,0.07568684717019399,0.0027161095148820723,0.005323574649168861,0.2174647221962611,0.003894614022546745,0.00763344348419162,0.1774318260451158,0.007336276590759289,0.014379102117888206,0.06625544501778981,0.005248680639381443,0.010287414053187628,60
P,T1,16,geo,0.10184898314376672,0.005240510292161478,0.010271400172636495,0.2498338982462883,0.005991812909141717,0.011743953301917765,0.4107839785516262,0.01749970055909141,0.03429941309581916,0.05854536673674981,0.0029561039476735666,0.005793963737440191,60
P,T1,16,inner,0.07434341876457135,0.002804879363811841,0.005497563553071208,0.21459608574708303,0.0038437332494682935,0.007533717168957855,0.2916155887146791,0.012415350700099371,0.024334087372194765,0.029609600462329886,0.0014955722691276845,0.0029313216474902617,60
P,T1,16,none,0.0652226060628891,0.0017784678053814598,0.003485796898547661,0.20257557928562164,0.0028147955184187907,0.00551699921610083,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T1,16,ridge,0.07105030640959739,0.002579579433826552,0.005055975690300042,0.2101937788228194,0.003680841722046577,0.0072144497752112905,0.2464332876106103,0.0057685108977815385,0.011306281359651815,0.054073412778476874,0.003499331692165128,0.00685869011664365,60
P,T1,24,geo,0.1759728858868281,0.01296566927829147,0.02541271178545128,0.32127658600608505,0.010962615770091763,0.021486726909379854,0.8019612620274226,0.03623696702544095,0.07102445536986426,0.06201733024790883,0.0028399470294415384,0.005566296177705416,60
P,T1,24,inner,0.1091458031286796,0.006609444933263697,0.012954512069196846,0.25572611565391223,0.007173311405847748,0.014059690355461585,0.5662199964125951,0.025319959299612955,0.04962712022724139,0.03133789872129758,0.0014378056308157064,0.0028180990363987847,60
P,T1,24,none,0.0652226060628891,0.0017784678053814598,0.003485796898547661,0.20257557928562164,0.0028147955184187907,0.00551699921610083,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T1,24,ridge,0.06612951165686051,0.001983271381652912,0.0038872119080397075,0.20283678298195204,0.003042947814223901,0.005964177715878845,0.26976379280289015,0.005808869442676361,0.011385384107645669,0.05102596761037906,0.003326565822632989,0.006520069012360658,60
P,T2,1,geo,0.46463553979992867,0.031288640923628305,0.061325736210311475,0.52881618142128,0.01868750940346783,0.036627518430796945,0.08331500443940361,0.006501253715914269,0.012742457283191967,0.2941068662349911,0.045997122899147924,0.09015436088232993,60
P,T2,1,inner,0.4535691293577353,0.023543610245985537,0.04614547608213165,0.526606643696626,0.015108585100223506,0.02961282679643807,0.05658930137287825,0.004809775729528476,0.009427160429875814,0.1487948929546595,0.023270921872634284,0.045611006870363194,60
P,T2,1,none,0.5290846725304922,0.012285453371783077,0.02407948860869483,0.5927154223124186,0.0077165175581859384,0.015124374414044439,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T2,1,ridge,0.47375010599692663,0.03413500506661181,0.06690460993055915,0.5335953548550606,0.019708352381539593,0.0386283706678176,0.08724393364973367,0.007414833556817372,0.014533073771362048,0.3536949957885857,0.055320581888156466,0.10842834050078667,60
P,T2,4,geo,0.40319695621728896,0.029650596941058024,0.05811517000447373,0.48792096922794975,0.017842041991327953,0.03497040230300279,0.2888649889578422,0.021789947097340785,0.04270829631078794,0.3285068664078911,0.033411857396267244,0.0654872404966838,60
P,T2,4,inner,0.3927884452044964,0.02105535860252107,0.041268502860941296,0.4876840819915136,0.013872224686350553,0.027189560385247086,0.20485880946119625,0.015515888800137352,0.03041114204826921,0.16619326552997032,0.016902967496865304,0.033129816293855995,60
P,T2,4,none,0.5290846725304922,0.012285453371783077,0.02407948860869483,0.5927154223124186,0.0077165175581859384,0.015124374414044439,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T2,4,ridge,0.4019406648973624,0.02860492402196592,0.0560656510830532,0.48799989422162376,0.01740019284410223,0.034104377974440374,0.29365786773463093,0.020679359088553572,0.040531543813565,0.37413464083025855,0.0372299817855941,0.07297076429976443,60
P,T2,8,geo,0.33863299240668615,0.020373719085630772,0.039932489407836315,0.4464465374747912,0.013586195594274283,0.026628943364777596,0.49693937922517456,0.027738657142529658,0.05436776799935813,0.35206883773207664,0.02468324918976261,0.048379168411934716,60
P,T2,8,inner,0.33091947784026465,0.014953120574121964,0.02930811632527905,0.4451126103599866,0.010396168201182422,0.020376489674317547,0.353013002127409,0.019730319993416817,0.038671427187096964,0.17810429049034912,0.012486512952252943,0.024473565386415767,60
P,T2,8,none,0.5290846725304922,0.012285453371783077,0.02407948860869483,0.5927154223124186,0.0077165175581859384,0.015124374414044439,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T2,8,ridge,0.3160354686280092,0.01947859807748173,0.03817805223186419,0.4318149358034134,0.01331784504822765,0.02610297629452619,0.4297656926016013,0.021716736672419957,0.04256480387794311,0.377885202690959,0.026030592593128166,0.051019961482531205,60
P,T2,16,geo,0.3181660658369462,0.017242640224368517,0.03379557483976229,0.4313687920570374,0.012060213968536628,0.02363801937833179,1.0760674764712652,0.0507267499112653,0.09942442982607999,0.3529747426509857,0.01815047370613168,0.035574928464018093,60
P,T2,16,inner,0.2868506816526254,0.01228444347107372,0.02407750920330449,0.41205881635348,0.009156516988733198,0.01794677329791707,0.7636673718690872,0.03596958458249066,0.07050038578168169,0.17850896238038938,0.009179453958269308,0.017991729758207845,60
P,T2,16,none,0.5290846725304922,0.012285453371783077,0.02407948860869483,0.5927154223124186,0.0077165175581859384,0.015124374414044439,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T2,16,ridge,0.22654315034548442,0.010394292961148096,0.02037281420385027,0.3652713919679324,0.00902971505817242,0.017698241514017943,0.5265942186117172,0.020998425909976092,0.04115691478355314,0.3406515302757422,0.01810024699048723,0.03547648410135497,60
P,T2,24,geo,0.4761029250919819,0.028929905841599646,0.0567026154495353,0.5181682591636976,0.016202285536225162,0.03175647965100132,2.1502250134944916,0.0894793633666432,0.17537955219862067,0.3675921825071176,0.016762943972394667,0.032855370185893545,60
P,T2,24,inner,0.3387793523569902,0.015597561320688343,0.03057122018854915,0.4447605093320211,0.010556352403140234,0.020690450710154858,1.4966790239016214,0.06118706408853935,0.11992664561353712,0.18570232403775055,0.008466221480922749,0.016593794102608587,60
P,T2,24,none,0.5290846725304922,0.012285453371783077,0.02407948860869483,0.5927154223124186,0.0077165175581859384,0.015124374414044439,0.0,0.0,0.0,0.0,0.0,0.0,60
P,T2,24,ridge,0.1808520759145419,0.006884109572971184,0.01349285476302352,0.32744758476813635,0.006439270569903791,0.012620970317011431,0.552385421593984,0.02147436784928211,0.04208976098459294,0.33648110516369345,0.015820470513365992,0.031008122206197343,60
